,title,company,location,salary,link
381,Performance Monitoring and Observability Engineer,Mass General Brigham,"Somerville, MA 02145",,https://www.indeed.com/viewjob?jk=a9faacaeac5aa5d4
382,VR/AR Software Engineer (Systems & Design),Three Space Lab,"Cambridge, MA 02140",,https://www.indeed.com/viewjob?jk=69e389c403af0d9d
384,Lead Integrations Developer,The Boston Beer Company,"Hybrid remote in Boston, MA",136900.0,https://www.indeed.com/viewjob?jk=9ef676a063ecdf14
386,Cloud Engineer,"Flagship Pioneering, Inc.","Cambridge, MA 02142",,https://www.indeed.com/viewjob?jk=a2fe525fe0c42360
387,UI/UX Developer,Amazee Global Ventures Inc,"Boston, MA",119600.0,https://www.indeed.com/viewjob?jk=3a9847a6c226a6d0
388,Senior Software Quality Engineer,"Red Hat, Inc.","Boston, MA 02210",151450.0,https://www.indeed.com/viewjob?jk=e3067a0b9501d713
389,.Net Developer,ProArch IT Solutions,"Boston, MA",,https://www.indeed.com/viewjob?jk=17ff0b7e72808139
390,Senior Software Engineer,ActBlue,"Remote in Somerville, MA",170499.0,https://www.indeed.com/viewjob?jk=e9c668e66ae5dfae
391,Application Engineer,"Boston Partners Global Investors, Inc","Boston, MA 02108",,https://www.indeed.com/viewjob?jk=c2439ce2e5b89f6a
392,SQL Developer II,Eastern Bank,"Boston, MA",,https://www.indeed.com/viewjob?jk=525ffa6a5eb985b1
393,"Associate Director, Software Engineering",Chewy,"Boston, MA 02210",,https://www.indeed.com/viewjob?jk=fccd7d6d3d5d0848
395,Sr. Java Developer,Brillius,"Boston, MA 02108",13703040.0,https://www.indeed.com/viewjob?jk=cfa8796e07f3e6d9
396,Cloud Operations Engineer,IMP Implementation Management Professionals,"Boston, MA",,https://www.indeed.com/viewjob?jk=0b0e2b7c97377f08
397,Staff Software Engineer,Snyk,"Boston, MA 02110",,https://www.indeed.com/viewjob?jk=b447553f793acae3
398,"Technical Lead, Web Development",HubSpot,"Remote in Cambridge, MA",163500.0,https://www.indeed.com/viewjob?jk=c15ba0f6376f4ab9
425,Senior Java Developer,Intone Networks,"Boston, MA",,https://www.indeed.com/viewjob?jk=48392a346a167af0
426,"Site Reliability Engineer, Infrastructure",TEKNICLOUD,"Boston, MA",,https://www.indeed.com/viewjob?jk=d5ff166a6764789d
428,Fidessa Developer,Sonsoft Inc,"Boston, MA",,https://www.indeed.com/viewjob?jk=3aa878be090803e9
429,"Software Engineer, Google Cloud Computing, Cloud Learning Services",Google,"Cambridge, MA",,https://www.indeed.com/viewjob?jk=c9571db974c12361
430,Java Full Stack Engineer,Softnet Consulting Inc,"Boston, MA 02115",115000,https://www.indeed.com/viewjob?jk=5d8de60e9a6d2d7c
431,"Engineering Manager, Android Engineering",Axon,"Boston, MA",190000.0,https://www.indeed.com/viewjob?jk=cb5349814857c7d5
433,Remote Coding (Swift) Expertise for AI Training - Tier 2,Outlier,"Remote in Boston, MA",62400,https://www.indeed.com/viewjob?jk=e63a007d26a16077
434,Senior Internet Software Engineer,BrickLogix,"Somerville, MA",,https://www.indeed.com/viewjob?jk=3e87229741546b24
436,Low-Code Digital Application Builder - DAB 24-17060,NavitsPartners,"Remote in Cambridge, MA",,https://www.indeed.com/viewjob?jk=c3bdfa8aeaa7be77
437,Senior / Principal Gameplay Engineer,CD PROJEKT RED,"Hybrid remote in Boston, MA",209500.0,https://www.indeed.com/viewjob?jk=8fa57eeac992e2f3
438,"Senior Software Engineer I, DevOps",Generate Biomedicines,"Somerville, MA",,https://www.indeed.com/viewjob?jk=bd67010c1ed7ca70
439,Software Developer,MIT,"Cambridge, MA 02139",,https://www.indeed.com/viewjob?jk=d18d7717b58326bf
440,C++ Senior Software Engineer,Extreme Event Solutions,"Hybrid remote in Boston, MA",,https://www.indeed.com/viewjob?jk=718ad315977d2c6c
441,Enterprise Solutions Engineer - API,SmartBear,"Remote in Somerville, MA",,https://www.indeed.com/viewjob?jk=953c3a30af54843b
442,xPression Developer (Onsite),New York Technology Partners,"Boston, MA 02108",,https://www.indeed.com/viewjob?jk=2324942274de3d0d
443,Software Development Engineer in Test,Pickle Robot Company,"Cambridge, MA 02139",,https://www.indeed.com/viewjob?jk=c4acb0bb5ef7927a
444,Software Engineering Manager,Oneiro,"Boston, MA",,https://www.indeed.com/viewjob?jk=243acf559ddf133e
445,Full-stack Developer,Vermonster,"Boston, MA 02109",,https://www.indeed.com/viewjob?jk=94a12dde99d38a34
447,Full Stack Spring 2020,VASS IT,"Boston, MA",,https://www.indeed.com/viewjob?jk=91c5f43c57a7acd2
448,Team Lead - Software Engineering,Alarm.com,"Hybrid remote in Boston, MA",,https://www.indeed.com/viewjob?jk=ffddc582a74c7ab1
449,"Senior Software Engineer, Applications",Cohere Health,"Remote in Boston, MA",152500.0,https://www.indeed.com/viewjob?jk=7502487842d17730
475,Flight Software Test Engineer,Revolution Space,"Boston, MA 02129",,https://www.indeed.com/viewjob?jk=c65e568219fa7bc9
476,Sr. DevOps Engineer,Amazee Global Ventures Inc,"Boston, MA",119600.0,https://www.indeed.com/viewjob?jk=f90f17c65a975385
477,Android Developer,Neurable,"Boston, MA 02108",,https://www.indeed.com/viewjob?jk=067255809cd5b0dd
478,Lead Software Engineer,LogRocket,"Hybrid remote in Boston, MA 02110",,https://www.indeed.com/viewjob?jk=bdbdafb34d305d8d
479,"Lead Software Engineer, Mobile",EF World Journeys,"Hybrid remote in Cambridge, MA 02141",,https://www.indeed.com/viewjob?jk=280c2eb01ef6e508
480,Sr Software Test Engineer - Surgical Robotics,Medtronic,"Boston, MA",123000.0,https://www.indeed.com/viewjob?jk=13713b32b40da95a
481,Full-stack Engineer,Apeiron Labs,"Cambridge, MA",,https://www.indeed.com/viewjob?jk=f623343b7d939c62
483,Senior Software Engineer in Test - CDMS,Veeva Systems,"Boston, MA",137500.0,https://www.indeed.com/viewjob?jk=b06c1df3384f8f6c
484,Senior Front End Engineer - OpenPass,The Trade Desk,"Boston, MA",175550.0,https://www.indeed.com/viewjob?jk=f4c021b221bfd4ea
485,Senior Data Scientist,Motional,"Boston, MA",177650.0,https://www.indeed.com/viewjob?jk=3bcc18db9896e6ce
486,Northeastern University Software Engineer - Application Development Co-op,Bracebridge Capital,"Boston, MA",,https://www.indeed.com/viewjob?jk=d66585d5a582f3b6
487,"Senior Software Engineer, Computer Vision and Robotics",New Balance,"Hybrid remote in Brighton, MA 02135",,https://www.indeed.com/viewjob?jk=ad9cb702a6b6d764
488,iOS Engineer,Arbor,"Boston, MA",,https://www.indeed.com/viewjob?jk=d7bf33d2dbcb6603
489,Platform Engineer II,"Vivint, Inc.","Boston, MA 02108",,https://www.indeed.com/viewjob?jk=5de64d8d576de6d1
490,"Sr Software Engineer - Retail (Open to Boston, Atlanta, Beaverton location)",Converse,"Boston, MA 02298",,https://www.indeed.com/viewjob?jk=8891a7620cf9b20a
491,Software Engineer - Music/Audio Applications,"MOTU, Inc.","Cambridge, MA",,https://www.indeed.com/viewjob?jk=41406097521043af
492,Software Architect,Berkshire Hathaway Specialty Insurance,"Boston, MA 02110",,https://www.indeed.com/viewjob?jk=41f353ab7c2a6d44
493,Principal Software Engineer - Java,Veeva Systems,"Boston, MA",225000.0,https://www.indeed.com/viewjob?jk=462e9295d1a1b1d5
494,Senior Producer,CD PROJEKT RED,"Boston, MA",,https://www.indeed.com/viewjob?jk=125653357f9b0e3f
495,Senior Software Quality Engineer,"Red Hat, Inc.","Boston, MA 02210",151450.0,https://www.indeed.com/viewjob?jk=87833f157a12036f
497,"Senior Software Engineer, Media Platform",Wistia,"Remote in Cambridge, MA",,https://www.indeed.com/viewjob?jk=e4d8979c1c07c016
498,Freelance Coding Mentor,Outlier,"Boston, MA",62400,https://www.indeed.com/viewjob?jk=110814109da0dc5a
499,Solution Engineer,Guardsquare,"Hybrid remote in Boston, MA",,https://www.indeed.com/viewjob?jk=608811d53d412716
527,Software Engineer/Programmer,Delta Search Labs,"Cambridge, MA",,https://www.indeed.com/viewjob?jk=81504c1154f26df7
528,Software Configuration Engineer,Northrop Grumman,"Hybrid remote in Malden, MA",55000.0,https://www.indeed.com/viewjob?jk=20d8a2bf4ccb7523
529,Software Engineering Manager,DraftKings,"Boston, MA 02298",175500.0,https://www.indeed.com/viewjob?jk=27b512e82e3df849
530,Senior Audio Programmer,Epic Games,"Boston, MA",,https://www.indeed.com/viewjob?jk=224b04f8f9a691e1
531,Software Engineer,Ampion Inc.,"Boston, MA",,https://www.indeed.com/viewjob?jk=e244c8b317cad264
532,Software Developer,DAG Consulting,"Boston, MA",,https://www.indeed.com/viewjob?jk=78cea9bcf375844e
533,Staff Software Engineer (Python / AI + ML SaaS),EvolutionIQ,"Boston, MA",,https://www.indeed.com/viewjob?jk=4b3c4a44adf1376a
534,"Senior Software Engineer, Cloud",Cambridge Mobile Telematics,"Hybrid remote in Cambridge, MA",,https://www.indeed.com/viewjob?jk=1ab0557e173b3fd0
535,W2 Contract -Dev-Operations Architect,"SoftHQ, Inc.","Boston, MA",161200.0,https://www.indeed.com/viewjob?jk=f937171c0a25cefd
536,Sr. Software Engineer - Internet of Things (IoT),Bosch Group,"Watertown, MA 02472",,https://www.indeed.com/viewjob?jk=5f27a0b0920e75c6
537,Senior DevOps Engineer - Observability,EvolutionIQ,"Remote in Boston, MA",190000.0,https://www.indeed.com/viewjob?jk=7aabb1e0aeb40009
538,QA Automation Engineer,Syndic8 DMS,"Remote in Boston, MA 02116",,https://www.indeed.com/viewjob?jk=1dafe79675f9d31b
539,"Software Engineer, Precision Health Platform",Verily,"Boston, MA",151500.0,https://www.indeed.com/viewjob?jk=5ef1d65f69f51eb7
540,Software Test Engineer,eInfochips,"Boston, MA",,https://www.indeed.com/viewjob?jk=1b9f27eded3d8cd7
541,Senior Performance Engineer,Veeva Systems,"Boston, MA",170000.0,https://www.indeed.com/viewjob?jk=60ac9a04fe9bc643
542,Senior Software Engineer - Java,Veeva Systems,"Boston, MA",190000.0,https://www.indeed.com/viewjob?jk=4a76f751bc77a123
543,Software Engineer,DAG Consulting,"Boston, MA",,https://www.indeed.com/viewjob?jk=9d4cfe938ac0490c
544,Senior Software developer,Raytheon Technologies Corporate Headquarters,"Cambridge, MA 02138",120000.0,https://www.indeed.com/viewjob?jk=2a582d60282e9a63
546,Sales Representative - Software,Heartland Payment Systems,"Hybrid remote in Boston, MA",97500.0,https://www.indeed.com/viewjob?jk=dae2bf44bcd4f9dd
547,Software Test Engineer with Python,GlobalLogic,"Cambridge, MA",,https://www.indeed.com/viewjob?jk=c0f30672f5bf4c39
548,"Senior Software Engineer II, Developer Infra Security",HubSpot,"Hybrid remote in Cambridge, MA",,https://www.indeed.com/viewjob?jk=04ee7e5d6b79f76c
549,Java or C# with oAuth DDA / FDX API developer,CapB InfoteK,"Boston, MA",,https://www.indeed.com/viewjob?jk=2f5c5f28ab4062c9
563,QMS Software Validation Engineer,Philips,"Cambridge, MA",121000.0,https://www.indeed.com/viewjob?jk=480c31420f7b6f0f
575,Applications Programming Analyst,Sevita,"Remote in Boston, MA 02134",,https://www.indeed.com/viewjob?jk=cb2a4f3ab13d27bf
576,Sr. Software QA Engineer,Pison Technology,"Boston, MA 02111",107500.0,https://www.indeed.com/viewjob?jk=3b07dee11e72da4f
577,"Senior Software Engineer, Full Stack",Cambridge Mobile Telematics,"Cambridge, MA",,https://www.indeed.com/viewjob?jk=d44bb426ab28208f
578,Head of Product Software,Pison Technology,"Boston, MA 02111",202500.0,https://www.indeed.com/viewjob?jk=f5634f6285f09c14
579,"Senior Software Engineer, Print Pipeline (Algorithms)",Formlabs,"Somerville, MA",,https://www.indeed.com/viewjob?jk=b2a11ffafb5d8719
580,Deployment Engineer,Pickle Robot Company,"Cambridge, MA 02139",,https://www.indeed.com/viewjob?jk=09dcd2308cb244f2
581,Software Quality Assurance Engineer,LifeYield,"Boston, MA 02110",,https://www.indeed.com/viewjob?jk=372088f21c3bf796
582,Jr/Mid Level Android Developer Role,Hudson Manpower,"Hybrid remote in Boston, MA",,https://www.indeed.com/viewjob?jk=348cf44cab7e1065
583,Mission Critical Software Engineer 1,Draper,"Cambridge, MA",,https://www.indeed.com/viewjob?jk=ca46b54befb682c6
584,Cloud Operations Engineer,HYCU,"Hybrid remote in Boston, MA 02210",,https://www.indeed.com/viewjob?jk=fcc7b09c9ac37304
585,Oracle Database Developer,Zenith Services,"Boston, MA",11467040,https://www.indeed.com/viewjob?jk=e2fd69bb817986a7
586,Senior DevOps Systems Engineer II,Mass General Brigham,"Hybrid remote in Somerville, MA 02145",,https://www.indeed.com/viewjob?jk=59e87704e353acfd
587,"Lead Software Engineer - RPA and PEGA (Open to Boston, Atlanta, Beaverton location)",Converse,"Boston, MA 02298",,https://www.indeed.com/viewjob?jk=953f053582f34bb8
588,Staff Software Engineer,Datadog,"Remote in Boston, MA",267000.0,https://www.indeed.com/viewjob?jk=3ed7da10457e5126
589,Software Engineer II (C++),Extreme Event Solutions,"Hybrid remote in Boston, MA",,https://www.indeed.com/viewjob?jk=c9a9cd4e9af435c5
590,Embedded System Software Engineer,Delta Search Labs,"Cambridge, MA",,https://www.indeed.com/viewjob?jk=e859937ca5eca409
591,Software Engineering Manager (C++),Veson Nautical,"Remote in Boston, MA 02110",,https://www.indeed.com/viewjob?jk=c4852e8e2cde3ca4
592,Engineering Manager,Arbor,"Boston, MA",,https://www.indeed.com/viewjob?jk=6ad81924843bfc72
593,Wordpress Engineer,TOP,"Boston, MA",,https://www.indeed.com/viewjob?jk=851323c3f5bc25cf
594,Full-Stack Software Engineer,Parallel Fluidics,"Boston, MA",160000.0,https://www.indeed.com/viewjob?jk=b0ae4bcc482c3ef6
596,Software Developer C# and C++,Glow Networks,"Hybrid remote in Boston, MA 02212",,https://www.indeed.com/viewjob?jk=00de0b33c45bf517
597,Data Engineer,Steneral Consulting,"Hybrid remote in Boston, MA 02115",119600.0,https://www.indeed.com/viewjob?jk=952db82eceec5a47
598,Splunk ( USC & GC ) ONLY,Sonsoft Inc,"Boston, MA",,https://www.indeed.com/viewjob?jk=5a451a5966bd216e
599,Archer Developer,Sonsoft Inc,"Boston, MA",,https://www.indeed.com/viewjob?jk=a27935539365e61b
626,Software Engineer,Energy and Environmental Economics,"Hybrid remote in Boston, MA",150000.0,https://www.indeed.com/viewjob?jk=5cbfe61450671a5d
627,"Senior iOS Software Engineer, Verily Me",Verily,"Boston, MA",179000.0,https://www.indeed.com/viewjob?jk=a784f64233053bbb
628,Sales Engineer,LogRocket,"Hybrid remote in Boston, MA 02110",,https://www.indeed.com/viewjob?jk=20eefc7477d0c5dd
629,"Software Engineer, Infrastructure",Meta,"Boston, MA 02142",11700000,https://www.indeed.com/viewjob?jk=67c97863b505818f
631,Senior Cloud Engineer,Modulate,"Hybrid remote in Somerville, MA",150000,https://www.indeed.com/viewjob?jk=fc72e475898dc48a
632,Software Engineer,CATALOG,"Boston, MA 02129",,https://www.indeed.com/viewjob?jk=2e27ce33586fe231
633,Software Engineer (.Net),fluxtek Solutions,"Boston, MA 02118",,https://www.indeed.com/viewjob?jk=78fbf4a0945c0969
634,Producer,CD PROJEKT RED,"Hybrid remote in Boston, MA",,https://www.indeed.com/viewjob?jk=60f985f7f18e915b
635,Software Engineer III (AI/ML),Chewy,"Boston, MA 02210",,https://www.indeed.com/viewjob?jk=8f09dbaa3f5a1427
636,Lead Software Engineer - Platform Anti-Abuse Team,Klaviyo,"Boston, MA",235000.0,https://www.indeed.com/viewjob?jk=f0bb51d7b10d1631
637,Software Engineer III (C++),Extreme Event Solutions,"Hybrid remote in Boston, MA",,https://www.indeed.com/viewjob?jk=e28a205b3703113c
638,"JAVA Developer with Spring Boot Framework, APIs and SOAP - C60131 6.6 Boston, MA",CapB InfoteK,"Boston, MA",137280,https://www.indeed.com/viewjob?jk=6fa673a6c6508ed0
640,Senior Angular Developer,Entrepreneurship for All,"Remote in Boston, MA",120000.0,https://www.indeed.com/viewjob?jk=7628ad688c1d2b3a
641,Senior Software Engineer - Infrastructure,Veeva Systems,"Boston, MA",190000.0,https://www.indeed.com/viewjob?jk=c2398af050744e35
642,Staff Software Engineer - Operations Execution,Crunchtime,"Boston, MA",,https://www.indeed.com/viewjob?jk=37bef921f257a573
643,Senior Frontend Engineer,Syndic8 DMS,"Remote in Boston, MA 02116",,https://www.indeed.com/viewjob?jk=b910b999ba47e811
644,Java Developer,Zenith Services,"Boston, MA",,https://www.indeed.com/viewjob?jk=f9b449e098dd7866
645,Fidessa Developer,Sonoma Consulting Inc.,"Boston, MA",,https://www.indeed.com/viewjob?jk=e716bec2cc13d031
646,SOFTWARE DEVELOPER FULL STACK - REMOTE,Palco,"Remote in Boston, MA 02108",,https://www.indeed.com/viewjob?jk=3b9120351e9ab2e0
647,Archer Developer,Sonsoft Inc,"Boston, MA",,https://www.indeed.com/viewjob?jk=bab178b0bbf81507
648,Mainframe Developer,Zenith Services,"Boston, MA",,https://www.indeed.com/viewjob?jk=510303471a4454cf
649,"Senior Game Designer II, VR",Axon,"Remote in Boston, MA",155000.0,https://www.indeed.com/viewjob?jk=17a04a165dad0c04
672,"Application Developer Team Lead, School of Dental Medicine, Office of the Dean",Boston University,"Boston, MA 02215",,https://www.indeed.com/viewjob?jk=c9c27ce8d79cfd8b
673,Applications Developer,Intellyk INC,"Boston, MA",,https://www.indeed.com/viewjob?jk=42d87de37eb7f050
675,Senior Front End Engineer - Sponsored Ads,Chewy,"Boston, MA 02210",,https://www.indeed.com/viewjob?jk=4f961c9387646aeb
676,Full Stack Software Engineer,LibertyPay,"Boston, MA",,https://www.indeed.com/viewjob?jk=2ae623521fc24bd7
677,Principal DevOps Architect,Harvard Business Publishing,"Boston, MA",167500.0,https://www.indeed.com/viewjob?jk=af52a3f5310d19d4
678,Principal Software Engineer - Live Streaming - WebRTC,SimpliSafe,"Hybrid remote in Boston, MA",,https://www.indeed.com/viewjob?jk=321e2dcceec929c7
679,Software Engineer- Cloud,MORSE Corp,"Cambridge, MA",,https://www.indeed.com/viewjob?jk=4e69f09d5ebb35e9
680,Embedded Hardware Engineer,Formlabs,"Somerville, MA",,https://www.indeed.com/viewjob?jk=819003947e515d48
681,Node.js Developer - Backend Engineer,SS&C,"Boston, MA",,https://www.indeed.com/viewjob?jk=bc034d4ea0c93a7b
682,Python Developer,Amazee Global Ventures Inc,"Boston, MA",119600.0,https://www.indeed.com/viewjob?jk=a35079c8d22a6374
683,Senior Machine Learning Engineer I,Broad Institute,"Cambridge, MA",,https://www.indeed.com/viewjob?jk=265566e2002bd002
684,Appian Developer,Aegis Technology Solutions,"Boston, MA",,https://www.indeed.com/viewjob?jk=26761234da7f38f2
685,.Principal Backend Engineer - Immutably™,Context Labs,"Cambridge, MA 02142",,https://www.indeed.com/viewjob?jk=48e9a22d32590671
686,"Software Engineering Manager - Marketing & Service (Open to Boston, Atlanta, Beaverton location)",Converse,"Boston, MA 02298",,https://www.indeed.com/viewjob?jk=aa78bf54cf6617e3
687,SENIOR FRONT END DEVELOPER,Pixels 360,"Boston, MA 02210",,https://www.indeed.com/viewjob?jk=ff1dbc633a7f4ab6
688,Software Engineer,Boris FX,"Boston, MA 02110",,https://www.indeed.com/viewjob?jk=5f0e25168df1e254
689,AI Coding Trainer - Part Time Work From Home,Outlier,"Remote in Boston, MA",62400,https://www.indeed.com/viewjob?jk=db4feef44e5737bd
690,Senior Backend Software Engineer (Boston),Lendbuzz,"Hybrid remote in Boston, MA 02110",157500.0,https://www.indeed.com/viewjob?jk=2ff381d01561c4ad
691,Senior Software Engineer,"Volta Labs, Inc.","Boston, MA 02210",,https://www.indeed.com/viewjob?jk=02498687999ef305
692,Senior Embedded Software Developer,Talent Search RPO,"Boston, MA 02108",14622400.0,https://www.indeed.com/viewjob?jk=3c70e93918010da4
693,Senior Embedded Software Developer,GlobalLogic,"Boston, MA",14622400.0,https://www.indeed.com/viewjob?jk=80b8ef8587995f54
694,"Manager, Software Development, FPDS",Amazon.com Services LLC,"Boston, MA",,https://www.indeed.com/viewjob?jk=ad37883a06fe3622
695,Senior Software Engineer II (Droplet Team),DigitalOcean,"Remote in Boston, MA",180000.0,https://www.indeed.com/viewjob?jk=b2a9ba5446d08601
696,Embedded Systems Developer,DAG Consulting,"Boston, MA",,https://www.indeed.com/viewjob?jk=68b6105c53fee848
697,"Staff Software Engineer, Embedded Firmware (R2524)",SHIELD AI,"Boston, MA",208013.0,https://www.indeed.com/viewjob?jk=8ab1c0dff40b0e41
698,"Staff Software Engineer - Real Time Systems, Mission Autonomy",Anduril Industries,"Boston, MA",245000.0,https://www.indeed.com/viewjob?jk=0d80f20743d2479a
699,IS Programmer/Analyst II Per Diem BWH Rheumatology,Brigham & Women's Hospital(BWH),"Boston, MA 02115",,https://www.indeed.com/viewjob?jk=27a4f3101d4fc299
728,Principal Control Systems Software Engineer,Northrop Grumman,"Hybrid remote in Malden, MA",64500.0,https://www.indeed.com/viewjob?jk=b9004eb590c83b8e
729,Application Developer,Marsh McLennan Agency,"Remote in Boston, MA 02199",101227.5,https://www.indeed.com/viewjob?jk=44152b266b8c71b4
730,"Sr. Software Development Engineer, Team Engage",Amazon.com Services LLC,"Boston, MA",206400.0,https://www.indeed.com/viewjob?jk=2c53cb9d6b76946a
731,"Site Reliability Engineer, Edge Services",ByteDance,"Boston, MA",,https://www.indeed.com/viewjob?jk=2eb1547d40fe7612
732,Machine Learning Engineer,Apple,"Cambridge, MA",,https://www.indeed.com/viewjob?jk=2c62269df411a93b
733,"Associate Manager, Software Engineering - Remote",Steer,"Remote in Boston, MA",,https://www.indeed.com/viewjob?jk=4f1b69da2c1df6c7
734,Data Engineer,The Brattle Group,"Boston, MA",102500.0,https://www.indeed.com/viewjob?jk=2933f35733c31910
735,Machine Learning Engineer,Tagup,"Hybrid remote in Boston, MA",112500.0,https://www.indeed.com/viewjob?jk=e5967f36a980fcc5
736,"Software Developer I, MS C#, .net","enLabel Global Services, Inc","Boston, MA 02109",,https://www.indeed.com/viewjob?jk=10250bda1ed88a02
737,"Customer Engineer II, Applied AI, Google Cloud",Google,"Cambridge, MA",,https://www.indeed.com/viewjob?jk=c0391ff4ff075bb3
738,Senior Android Engineer,Cambridge Mobile Telematics,"Cambridge, MA",,https://www.indeed.com/viewjob?jk=83b0dffe06ce558f
739,Staff Software Engineer - Platform,Anduril Industries,"Boston, MA",245000.0,https://www.indeed.com/viewjob?jk=71cfe23ccab0ee6f
740,"Solutions Engineer, Software",Liberty Mutual,"Boston, MA",166400.0,https://www.indeed.com/viewjob?jk=a0b519518af51df9
741,Senior Backend Software Engineer,S&P Global,"Cambridge, MA 02138",187500.0,https://www.indeed.com/viewjob?jk=e7f0e5e5abf9d632
742,Senior Software Engineer,Hi Marley,"Hybrid remote in Boston, MA",,https://www.indeed.com/viewjob?jk=9fd947fa4cfdfa22
743,Machine Learning Engineer,Analog Devices,"Boston, MA",,https://www.indeed.com/viewjob?jk=38873f49ba73edb6
744,Statistical Programmer,Katalyst Healthcares & Life Sciences,"Boston, MA 02108",,https://www.indeed.com/viewjob?jk=88c0b1b0abc00105
745,Senior Software Engineer,Karen Clark & Company,"Boston, MA",,https://www.indeed.com/viewjob?jk=3128660f9097e3f1
746,Software Engineer (R&D Information Theory and Error Correction),CATALOG,"Boston, MA 02129",,https://www.indeed.com/viewjob?jk=3cb1cb346204c158
747,Senior Software Engineer (US & Norway),Tive,"Hybrid remote in Boston, MA 02129",,https://www.indeed.com/viewjob?jk=79e4aac095a11217
748,Senior Data Programmer Analyst,Dana-Farber Cancer Institute,"Hybrid remote in Boston, MA 02215",,https://www.indeed.com/viewjob?jk=5b128d596da0f0b7
749,Senior Software Engineer - Full Stack,Veeva Systems,"Boston, MA",190000.0,https://www.indeed.com/viewjob?jk=31082f46b3820b58
771,Director of Release Management and Software Quality,Cohere Health,"Remote in Boston, MA",177500.0,https://www.indeed.com/viewjob?jk=09f17295d54fed0e
772,Software Engineer (Jr to Sr Levels),nomic,"Boston, MA",,https://www.indeed.com/viewjob?jk=754ccbddfa8ffdeb
773,"PhD Software Engineer, PhD, Early Career, Embedded Systems and Firmware, 2025 start, MSCA",Google,"Cambridge, MA",,https://www.indeed.com/viewjob?jk=35e8cc437ae45615
776,Software Quality Engineer,"Red Hat, Inc.","Hybrid remote in Boston, MA 02210",120705.0,https://www.indeed.com/viewjob?jk=f78de8c6508da0bc
777,"Senior Machine Learning Engineer, Generative AI Applications",Harvard University,"Hybrid remote in Boston, MA",,https://www.indeed.com/viewjob?jk=485b2e2da339619e
778,"Power Platform Developer (Boston, MA)",Benchmark Makers,"Boston, MA",130000.0,https://www.indeed.com/viewjob?jk=854eeca797094e7a
779,Clinical Statistical Programmer III,Katalyst Healthcares & Life Sciences,"Boston, MA 02108",,https://www.indeed.com/viewjob?jk=9d7db678fe4eff1e
780,Software Test Engineer,Capgemini,"Boston, MA",9856080.0,https://www.indeed.com/viewjob?jk=2f94f5ee5705c2c1
781,Senior Software Engineer,Grand Circle LLC,"Boston, MA 02210",,https://www.indeed.com/viewjob?jk=2840555c5774dce0
782,Salesforce Software Engineer,Copyright Clearance Center,"Remote in Cambridge, MA 02139",137500.0,https://www.indeed.com/viewjob?jk=207ab7338df9c4fd
783,.Net Developer,Advanced technology Group Inc,"Boston, MA",,https://www.indeed.com/viewjob?jk=9073d7348476796f
784,FE Developer + React,"Webtellect, LLC","Boston, MA 02110",,https://www.indeed.com/viewjob?jk=aca8fbfb8280827e
785,Software Engineer - Back-end,Applied Invention LLC,"Cambridge, MA 02139",122500.0,https://www.indeed.com/viewjob?jk=965981e0eaee4eec
786,C++ Senior Software Engineer,Extreme Event Solutions,"Hybrid remote in Boston, MA",,https://www.indeed.com/viewjob?jk=b19387f3ff05c8bb
787,Principal Software Engineer,Grand Circle LLC,"Boston, MA 02210",,https://www.indeed.com/viewjob?jk=859962f4be40938e
788,Data Engineer,"The Brattle Group, Inc.","Boston, MA",102500.0,https://www.indeed.com/viewjob?jk=3fbb5229e57ebe27
789,Chief Engineer - Software,MORSE Corp,"Cambridge, MA",,https://www.indeed.com/viewjob?jk=71575dcde7af8428
790,Lead Software Engineer - Machine Learning,Fidelity TalentSource,"Hybrid remote in Boston, MA",,https://www.indeed.com/viewjob?jk=07342e18cc475678
791,Manager - Kinematics Software Engineering - Surgical Robotics,Medtronic,"Boston, MA",188000.0,https://www.indeed.com/viewjob?jk=7c2dba14c6c4f736
792,Senior Software Engineer,"Red Hat, Inc.","Boston, MA 02210",169535.0,https://www.indeed.com/viewjob?jk=66c0c96ffa65a46b
793,"Software Engineering Manager, Infrastructure",Meta,"Boston, MA 02142",214000.0,https://www.indeed.com/viewjob?jk=6a6fb2e16285f40a
794,"Software Engineer, PhD, Early Career, Campus, AI/Machine Learning, 2025 Start",Google,"Cambridge, MA",,https://www.indeed.com/viewjob?jk=31ad37fc227dc890
795,Principal Application Developer,Federal Reserve Bank of Boston,"Boston, MA",,https://www.indeed.com/viewjob?jk=0fe710ed1a74da72
796,Senior Software Application Developer,Karen Clark & Company,"Boston, MA",,https://www.indeed.com/viewjob?jk=41376f5d0f35877c
797,Clinical SAS programmer,Katalyst Healthcares & Life Sciences,"Boston, MA 02108",,https://www.indeed.com/viewjob?jk=fe605c182d0f73fa
798,Senior Backend Software Engineer,Nexamp,"Hybrid remote in Boston, MA",,https://www.indeed.com/viewjob?jk=eafb6ae22865ced3
799,"Senior Software Engineer, Google Cloud Networking",Google,"Cambridge, MA",,https://www.indeed.com/viewjob?jk=d5d8ebe7a30d3e71
822,Web Developer,Steady Vision,"Remote in Boston, MA",60000.0,https://www.indeed.com/viewjob?jk=29457e90e29a34d5
823,Tech Lead - React Native,Photon,"Boston, MA",,https://www.indeed.com/viewjob?jk=6b6f6916bd9e0f04
